Rank,Mark,Competitor,Gender,Event,DOB,Nat,Pos,Venue,Date
2024,2:10:50,Douglas RONO,Men,Marathon,29 DEC 1974,KEN,3,Eindhoven (NED),13 OCT 2002
2024,2:10:50,Masaya SHIMIZU,Men,Marathon,12 NOV 1980,JPN,4f1,Otsu (JPN),01 MAR 2009
2024,2:10:50,Japhet KIPKORIR,Men,Marathon,07 APR 1981,KEN,3,Gold Coast (AUS),03 JUL 2011
2024,2:10:50,Raymond BETT,Men,Marathon,31 JAN 1984,KEN,7,Düsseldorf (GER),28 APR 2013
2024,2:10:50,Tsuyoshi UGACHI,Men,Marathon,27 APR 1987,JPN,9,Fukuoka (JPN),07 DEC 2014
2024,2:10:50,Shota SAITO,Men,Marathon,17 JAN 1993,JPN,16,Oita (JPN),02 FEB 2020
2024,2:10:50,Rogers KEROR,Men,Marathon,02 FEB 1994,KEN,3,Roma (ITA),19 MAR 2023
2024,2:10:50,Kifele KEFYALEW,Men,Marathon,2004,ETH,2,Zürich (SUI),23 APR 2023
2035,2:10:51,Bernard FORD,Men,Marathon,03 AUG 1952,GBR,4,Fukuoka (JPN),02 DEC 1979
2035,2:10:51,Jun HIRATSUKA,Men,Marathon,08 JAN 1969,JPN,8,Fukuoka (JPN),03 DEC 1995
2035,2:10:51,Chaham EL MAATI,Men,Marathon,15 MAR 1966,MAR,1,Lyon (FRA),04 OCT 1998
2035,2:10:51,Joshua Rop KIPCHUMBA,Men,Marathon,12 DEC 1968,KEN,4,Torino (ITA),26 MAR 2000
2035,2:10:51,Ken-ichi TAKAHASHI,Men,Marathon,16 JAN 1973,JPN,1,Tokyo (JPN),18 FEB 2001
2035,2:10:51,Yukihiro KITAOKA,Men,Marathon,02 NOV 1982,JPN,4,Otsu (JPN),07 MAR 2010
2035,2:10:51,Guta BIRBO,Men,Marathon,31 MAY 1984,ETH,12,Paris (FRA),11 APR 2010
2035,2:10:51,Abo GELATO,Men,Marathon,1994,ETH,17,Amsterdam (NED),15 OCT 2017
2035,2:10:51,Jeison Alexander SUAREZ,Men,Marathon,21 MAR 1991,COL,14,Enschede (NED),18 APR 2021
2044,2:10:52,Goe-Chun SON,Men,Marathon,02 JUN 1952,PRK,1,Essonne (FRA),16 MAR 1980
2044,2:10:52,Kevin FORSTER,Men,Marathon,27 SEP 1958,GBR,2,London (GBR),17 APR 1988
2044,2:10:52,Elias CHEBET,Men,Marathon,1974,KEN,4,Hamburg (GER),25 APR 1999
2044,2:10:52,Enock MITEI,Men,Marathon,26 NOV 1980,KEN,3,Milano (ITA),28 NOV 2004
2044,2:10:52,David RAMARD,Men,Marathon,03 FEB 1978,FRA,11,Paris (FRA),09 APR 2006
2044,2:10:52,Peter Nderitu MURIUKI,Men,Marathon,1983,KEN,3,Venezia (ITA),24 OCT 2010
2044,2:10:52,Jeffrey EGGLESTON,Men,Marathon,01 OCT 1984,USA,2,Gold Coast (AUS),06 JUL 2014
2044,2:10:52,Taiga ITO,Men,Marathon,22 OCT 1986,JPN,5,Oita (JPN),05 FEB 2017
2044,2:10:52,Moses GAIKARIRA,Men,Marathon,04 APR 1986,KEN,3,Málaga (ESP),15 DEC 2019
2044,2:10:52,Chris THOMPSON,Men,Marathon,17 APR 1981,GBR,1,London (GBR),26 MAR 2021
2044,2:10:52,Collins KEMBOI,Men,Marathon,23 AUG 1997,KEN,1,Münster (GER),08 SEP 2024
2055,2:10:53,Peter TSHIKILA,Men,Marathon,22 JUN 1962,RSA,2,Port Elizabeth (RSA),29 JUL 1989
2055,2:10:53,Ake ERIKSSON,Men,Marathon,10 MAY 1962,SWE,4,"Chicago, IL (USA)",28 OCT 1990
2055,2:10:53,Luca BARZAGHI,Men,Marathon,01 JUN 1968,ITA,8,San Sebastián (ESP),31 OCT 1993
2055,2:10:53,Ignacio Alberto CUBA,Men,Marathon,31 JUL 1962,CUB,2,La Habana (CUB),30 NOV 1994
2055,2:10:53,Igor KONYISHEV,Men,Marathon,25 MAY 1964,RUS,4,Praha (CZE),25 MAY 1997
2055,2:10:53,Barnabas RUTTO,Men,Marathon,19 APR 1977,KEN,3,Wien (AUT),26 MAY 2002
2055,2:10:53,Tadayuki TSUTSUMI,Men,Marathon,12 AUG 1977,JPN,5,Beppu (JPN),02 FEB 2003
2055,2:10:53,Keita AKIBA,Men,Marathon,27 NOV 1979,JPN,3f1,Beppu (JPN),01 FEB 2009
2055,2:10:53,Tumicha WORANAA,Men,Marathon,,ETH,4,Padova (ITA),22 APR 2012
2055,2:10:53,Parker STINSON,Men,Marathon,03 MAR 1992,USA,11,"Chicago, IL (USA)",13 OCT 2019
2055,2:10:53,Cameron AVERY,Men,Marathon,23 JUL 1997,NZL,5,Wien (AUT),21 APR 2024
2055,2:10:53,Yuki SUZUKI,Men,Marathon,01 NOV 1995,JPN,42,Osaka (JPN),24 FEB 2025
2067,2:10:54,John LODWICK,Men,Marathon,16 MAR 1954,USA,3,"Eugene, OR (USA)",09 SEP 1979
2067,2:10:54,Ron TABB,Men,Marathon,07 AUG 1954,USA,1,Sydney (AUS),12 JUN 1983
2067,2:10:54,Isaac GARCÍA,Men,Marathon,29 OCT 1960,MEX,3,Rotterdam (NED),23 APR 1995
2067,2:10:54,Mykola ANTONENKO,Men,Marathon,02 SEP 1972,UKR,4,Praha (CZE),10 MAY 2009
2067,2:10:54,Hideaki TAMURA,Men,Marathon,21 JUL 1988,JPN,10,Otsu (JPN),03 MAR 2013
2067,2:10:54,Tefera REGASSA,Men,Marathon,,ETH,3,Chongqing (CHN),23 MAR 2013
2067,2:10:54,Jose Luis SANTANA MARIN,Men,Marathon,26 SEP 1989,MEX,2,"Estadio Atlético de la VIDENA, Lima (PER)",27 JUL 2019
2067,2:10:54,Abdu ENDRIS,Men,Marathon,07 AUG 1996,ETH,1,Fuzhou (CHN),15 DEC 2024
2067,2:10:54,Josh IZEWSKI,Men,Marathon,29 APR 1990,USA,9,"Houston, TX (USA)",19 JAN 2025
2076,2:10:55,Kyle HEFFNER,Men,Marathon,12 SEP 1954,USA,3,"Niagara Falls, NY (USA)",24 MAY 1980
2076,2:10:55,Thabiso MOQHALI,Men,Marathon,07 DEC 1967,LES,7,London (GBR),12 APR 1992
2076,2:10:55,Koichi TAKAHASHI,Men,Marathon,07 JUN 1962,JPN,9,San Sebastián (ESP),31 OCT 1993
2076,2:10:55,Philemon BOIT,Men,Marathon,,KEN,3f1,See Genezareth (ISR),08 JAN 2009
2076,2:10:55,Scott OVERALL,Men,Marathon,09 FEB 1983,GBR,5,Berlin (GER),25 SEP 2011
2076,2:10:55,Juan Luis BARRIOS,Men,Marathon,24 JUN 1983,MEX,21,Tokyo (JPN),25 FEB 2018
2076,2:10:55,Henry KIPROP,Men,Marathon,01 JAN 1987,KEN,2,Venezia (ITA),27 OCT 2019
2076,2:10:55,Debeko DASA,Men,Marathon,28 MAR 1999,ETH,2,Lagos (NGR),08 FEB 2020
2076,2:10:55,Tesfamichael HAFTOM,Men,Marathon,29 MAY 1989,ETH,5,Nanchang (CHN),12 NOV 2023
2076,2:10:55,Wenhao XU,Men,Marathon,06 NOV 2001,CHN,14,Wuxi (CHN),24 MAR 2024
2086,2:10:56,Peter BUTLER,Men,Marathon,15 FEB 1958,CAN,1,"Sacramento, CA (USA)",08 DEC 1985
2086,2:10:56,Daisuke TOKUNAGA,Men,Marathon,28 NOV 1965,JPN,2,Rotterdam (NED),28 APR 1996
2086,2:10:56,Simon MPHULANYANE,Men,Marathon,10 SEP 1970,RSA,9,London (GBR),18 APR 1999
2086,2:10:56,Paul Kimaiyo KIMUGUL,Men,Marathon,04 MAR 1980,KEN,6,Wien (AUT),18 APR 2010
2086,2:10:56,Wosen ZELEKE,Men,Marathon,01 JUL 1992,ETH,4,Warszawa (POL),29 SEP 2013
2086,2:10:56,Collins CHEBOI,Men,Marathon,25 SEP 1987,KEN,8,Wuxi (CHN),24 MAR 2019
2086,2:10:56,Andrew BUMBALOUGH,Men,Marathon,14 MAR 1987,USA,12,"Chicago, IL (USA)",13 OCT 2019
2086,2:10:56,Ayumi SATO,Men,Marathon,25 FEB 1988,JPN,53,Otsu (JPN),28 FEB 2021
2086,2:10:56,Alfred KIPCHIRCHIR,Men,Marathon,1994,KEN,3,Toronto (CAN),15 OCT 2023
2086,2:10:56,Jorge Luis CRUZ,Men,Marathon,29 JUL 1996,MEX,42,Valencia (ESP),01 DEC 2024
2096,2:10:57,Belaye WOLASHE,Men,Marathon,03 MAY 1969,ETH,2,Paris (FRA),25 APR 1993
2096,2:10:57,Said ER RMILI,Men,Marathon,1963,MAR,1,Paris (FRA),24 APR 1994
2096,2:10:57,Tendai CHIMUSASA,Men,Marathon,28 JAN 1971,ZIM,1,Hamburg (GER),19 APR 1998
2096,2:10:57,Elly RONO,Men,Marathon,10 AUG 1970,KEN,1,"Duluth, MN (USA)",22 JUN 2002
2096,2:10:57,Sergey LUKIN,Men,Marathon,03 JAN 1975,RUS,8,Eindhoven (NED),12 OCT 2003
