Rank,Mark,Competitor,Gender,Event,DOB,Nat,Pos,Venue,Date
1712,2:10:17,Stanley LELEITO,Men,Marathon,15 JUN 1984,KEN,1,Zürich (SUI),03 APR 2005
1712,2:10:17,Tekeste NEKATIBEBE,Men,Marathon,14 FEB 1988,ETH,4,Roma (ITA),20 MAR 2011
1712,2:10:17,Hailu SEIFU,Men,Marathon,1987,ETH,2,Firenze (ITA),27 NOV 2011
1712,2:10:17,Gezahegne ABERA,Men,Marathon,06 DEC 1983,ETH,1,Barcelona (ESP),17 MAR 2013
1712,2:10:17,Meshack Kiprop KOECH,Men,Marathon,27 JUL 1989,KEN,11,Rotterdam (NED),09 APR 2017
1712,2:10:17,James NGANDU,Men,Marathon,02 APR 1990,KEN,3,"Duluth, MN (USA)",18 JUN 2022
1712,2:10:17,Thomas DE BOCK,Men,Marathon,20 AUG 1991,BEL,13,Rotterdam (NED),16 APR 2023
1712,2:10:17,Paul O'DONNELL,Men,Marathon,16 MAY 1998,IRL,4,"Rockland Lake State Park, Congers, NY (USA)",30 MAR 2025
1725,2:10:18,Simeon KIGEN,Men,Marathon,07 JUN 1961,KEN,1,"San Francisco, CA (USA)",19 AUG 1984
1725,2:10:18,Martin NDWHENI,Men,Marathon,02 FEB 1965,RSA,5,Berlin (GER),29 SEP 1996
1725,2:10:18,Kamal ZIANI,Men,Marathon,20 FEB 1972,MAR,2,Amsterdam (NED),02 NOV 1997
1725,2:10:18,Lukas KIBET,Men,Marathon,19 JUN 1973,KEN,3,Amsterdam (NED),21 OCT 2001
1725,2:10:18,Benjamin PSERET,Men,Marathon,1980,KEN,1,Treviso (ITA),25 MAR 2007
1725,2:10:18,Tesfaye GIRMA,Men,Marathon,25 SEP 1982,ETH,4,Reims (FRA),17 OCT 2010
1725,2:10:18,Bernard Kipkemoi ROTICH,Men,Marathon,11 AUG 1986,KEN,18,Frankfurt (GER),30 OCT 2011
1725,2:10:18,Rene CHAMPI,Men,Marathon,18 AUG 1991,PER,36,Valencia (ESP),01 DEC 2024
1733,2:10:19,Tony SANDOVAL,Men,Marathon,19 MAY 1954,USA,1,"Niagara Falls, NY (USA)",24 MAY 1980
1733,2:10:19,Martín MONDRAGÓN,Men,Marathon,11 NOV 1953,MEX,1,"Los Angeles, CA (USA)",06 MAR 1988
1733,2:10:19,Ei-gu HUH,Men,Marathon,25 FEB 1964,KOR,4,Chuncheon (KOR),22 MAR 1992
1733,2:10:19,Barnabas KOECH,Men,Marathon,1978,KEN,3,Eindhoven (NED),10 OCT 2004
1733,2:10:19,David Maiyo CHIRCHIR,Men,Marathon,05 NOV 1976,KEN,2,Treviso (ITA),25 MAR 2007
1733,2:10:19,Ali DEREJE,Men,Marathon,,ETH,2,Ottawa (CAN),29 MAY 2011
1733,2:10:19,Ren UMEZAKI,Men,Marathon,14 AUG 2002,JPN,2,Nobeoka (JPN),11 FEB 2024
1740,2:10:20,David CHETTLE,Men,Marathon,14 SEP 1951,AUS,2,Fukuoka (JPN),07 DEC 1975
1740,2:10:20,Garry BJORKLUND,Men,Marathon,22 APR 1951,USA,1,"Duluth, MN (USA)",21 JUN 1980
1740,2:10:20,Kasime ADILO ROBA,Men,Marathon,25 JAN 1979,ETH,3,Toronto (CAN),30 SEP 2007
1740,2:10:20,Amine KHADIRI,Men,Marathon,20 NOV 1988,CYP,25,Sevilla (ESP),19 FEB 2023
1740,2:10:20,Panuel MKUNGO,Men,Marathon,04 JAN 1994,KEN,3,"Duluth, MN (USA)",17 JUN 2023
1740,2:10:20,Wilson CHERUIYOT,Men,Marathon,15 NOV 1987,KEN,2,Xichang (CHN),09 NOV 2024
1746,2:10:21,Takahiro HATTORI,Men,Marathon,27 NOV 1971,JPN,2,Tokyo (JPN),09 FEB 1997
1746,2:10:21,Christopher ISEGWE,Men,Marathon,22 FEB 1976,TAN,2,"Olympiastadion, Helsinki (FIN)",13 AUG 2005
1746,2:10:21,Thabiso Benedict MOENG,Men,Marathon,25 JAN 1983,RSA,5,Xiamen (CHN),02 JAN 2014
1746,2:10:21,Duber ABDISHA,Men,Marathon,02 JAN 1992,ETH,4,Xiamen (CHN),05 JAN 2020
1746,2:10:21,Dagnachew MARU,Men,Marathon,10 JAN 1996,ETH,13,Daegu (KOR),02 APR 2023
1746,2:10:21,Tesfu TEWELDE,Men,Marathon,21 JUL 1997,ERI,2,"St. Paul, Minneapolis, MN (USA)",06 OCT 2024
1746,2:10:21,Hiroshi ICHIDA,Men,Marathon,16 JUN 1992,JPN,29,Tokyo (JPN),02 MAR 2025
1753,2:10:22,Xolile YAWA,Men,Marathon,29 SEP 1963,RSA,4,London (GBR),02 APR 1995
1753,2:10:22,Shaun CREIGHTON,Men,Marathon,14 MAY 1967,AUS,11,Berlin (GER),28 SEP 1997
1753,2:10:22,Franklin TENORIO,Men,Marathon,30 JUN 1969,ECU,3,Roma (ITA),29 MAR 1998
1753,2:10:22,Carsten EICH,Men,Marathon,09 JAN 1970,GER,2,Hamburg (GER),25 APR 1999
1753,2:10:22,Nick HARRISON,Men,Marathon,18 OCT 1970,AUS,3,Beppu (JPN),02 FEB 2003
1753,2:10:22,Dieter KERSTEN,Men,Marathon,25 OCT 1996,BEL,12,Enschede (NED),18 APR 2021
1753,2:10:22,Genicious RONO,Men,Marathon,,KEN,13,Rotterdam (NED),14 APR 2024
1760,2:10:23,Orlando PIZZOLATO,Men,Marathon,30 JUL 1958,ITA,6,Hiroshima (JPN),14 APR 1985
1760,2:10:23,James Kimaiyo CHEBOI,Men,Marathon,30 NOV 1985,KEN,1,Brescia (ITA),15 MAR 2009
1760,2:10:23,Jakob KITUR,Men,Marathon,1975,KEN,6,Reims (FRA),16 OCT 2011
1760,2:10:23,Vincent RONO,Men,Marathon,22 JUN 1986,KEN,4,Daegu (KOR),02 APR 2017
1760,2:10:23,Kenneth CHESEREK,Men,Marathon,02 JAN 1997,KEN,5,Enschede (NED),24 APR 2022
1760,2:10:23,Josephat Joshua GISEMO,Men,Marathon,12 APR 1992,TAN,1,Genève (SUI),05 MAY 2024
1760,2:10:23,Wenjie WANG,Men,Marathon,04 MAY 2004,CHN,5,Beijing (CHN),03 NOV 2024
1760,2:10:23,Mica Kiplagat CHESEREK,Men,Marathon,12 OCT 1996,KEN,2,Wien (AUT),06 APR 2025
1768,2:10:24,Laban KAGIKA,Men,Marathon,17 JUL 1978,KEN,4,Fukuoka (JPN),02 DEC 2001
1768,2:10:24,Luke PUSKEDRA,Men,Marathon,08 FEB 1990,USA,5,"Chicago, IL (USA)",11 OCT 2015
1768,2:10:24,Teshome GIRMA,Men,Marathon,23 OCT 1989,ETH,4,Hengshui (CHN),29 SEP 2019
1768,2:10:24,Florian CARVALHO DE FONSESCO,Men,Marathon,09 MAR 1989,FRA,34,Valencia (ESP),06 DEC 2020
1768,2:10:24,Kegu YANG,Men,Marathon,02 JUN 2000,CHN,15,Shanghai (CHN),01 DEC 2024
1773,2:10:25,Mehmet TERZI,Men,Marathon,05 MAY 1955,TUR,6,London (GBR),10 MAY 1987
1773,2:10:25,Aiguo LI,Men,Marathon,12 JUN 1979,CHN,2,Beijing (CHN),14 OCT 2001
1773,2:10:25,Joseph KIPKEMEI NGENY,Men,Marathon,1978,KEN,6,Hamburg (GER),29 APR 2007
1773,2:10:25,Mourice Mutinda MUSYOKI,Men,Marathon,04 NOV 1980,KEN,3,Dublin (IRL),25 OCT 2010
1773,2:10:25,Grigoriy ANDREYEV,Men,Marathon,07 JAN 1976,RUS,19,Frankfurt (GER),30 OCT 2011
1773,2:10:25,Paul POLLOCK,Men,Marathon,25 JUN 1986,IRL,18,Valencia (ESP),01 DEC 2019
1773,2:10:25,Isaac KIMUTAI,Men,Marathon,25 JUN 1985,KEN,12,Seoul (KOR),19 MAR 2023
1773,2:10:25,Shunjin YIN,Men,Marathon,26 JAN 1985,CHN,10,Beijing (CHN),29 OCT 2023
1773,2:10:25,Paul TIONGIK,Men,Marathon,08 DEC 1990,KEN,6,Roma (ITA),17 MAR 2024
1773,2:10:25,Zhongrui GUO,Men,Marathon,14 OCT 1999,CHN,5,Hengshui (CHN),22 SEP 2024
1783,2:10:26,Bogusław PSUJEK,Men,Marathon,22 NOV 1956,POL,7,London (GBR),10 MAY 1987
1783,2:10:26,Toru KOZASU,Men,Marathon,04 JUL 1964,JPN,2,Tokyo (JPN),10 FEB 1991
1783,2:10:26,Yonghua WANG,Men,Marathon,23 MAY 1981,CHN,3,Beijing (CHN),14 OCT 2001
1783,2:10:26,Henry Kosgei CHERONO,Men,Marathon,17 JUL 1978,KEN,2,Köln (GER),12 SEP 2004
1783,2:10:26,Philemon ROTICH,Men,Marathon,07 AUG 1976,KEN,6,Roma (ITA),22 MAR 2009
1783,2:10:26,Edwin KIPROP,Men,Marathon,01 JAN 1987,KEN,2,Zürich (SUI),07 APR 2013
1783,2:10:26,Ebisa GULMA,Men,Marathon,29 SEP 1997,ETH,11,Dubai (UAE),12 FEB 2023
1783,2:10:26,Moses MWANGI,Men,Marathon,,KEN,2,Nairobi (KEN),29 OCT 2023
1783,2:10:26,Musa Kipsoyan MITEI,Men,Marathon,06 JAN 1997,KEN,5,Madrid (ESP),28 APR 2024
1783,2:10:26,Vincent KIMUTAI,Men,Marathon,01 MAY 1999,KEN,5,Gunsan (KOR),06 APR 2025
1793,2:10:27,Tadesse GEBRE BECHO,Men,Marathon,1968,ETH,4,San Sebastián (ESP),31 OCT 1993
1793,2:10:27,Rodrigo GAVELA,Men,Marathon,05 JAN 1966,ESP,5,San Sebastián (ESP),31 OCT 1993
1793,2:10:27,Bert VAN VLAANDEREN,Men,Marathon,25 NOV 1964,NED,6,Rotterdam (NED),19 APR 1998
1793,2:10:27,Philipp Kiplagat BIWOTT,Men,Marathon,1977,KEN,3,Treviso (ITA),25 MAR 2007
1793,2:10:27,Asnake FEKADU,Men,Marathon,1982,ETH,4,Treviso (ITA),25 MAR 2007
1793,2:10:27,James MWANGI KARIUKI,Men,Marathon,1976,KEN,2,Wien (AUT),29 APR 2007
1793,2:10:27,Jonathan Kipchirchir CHESOO,Men,Marathon,1988,KEN,4,Dublin (IRL),25 OCT 2010
1793,2:10:27,Emmanuel SAMAL,Men,Marathon,05 JUN 1989,KEN,7,Dubai (UAE),21 JAN 2011
