Rank,Mark,WIND,Competitor,DOB,Nat,Pos,,Venue,Date,Results Score
1642,2:31:39,,Jennifer BERGMAN,01 NOV 1991,USA,25,,Valencia (ESP),04 DEC 2022,1116
1647,2:31:40,,Abrha Serkalem BISET,08 MAR 1987,ETH,1,,St. Paul (USA),04 OCT 2015,1116
1647,2:31:40,,Mikaela LARSSON,12 AUG 1985,SWE,1,,London (GBR),28 APR 2019,1116
1647,2:31:40,,Sasha GOLLISH,27 DEC 1981,CAN,8,,Toronto (CAN),16 OCT 2022,1116
1647,2:31:40,,Tejinesh TULU,,ETH,1,,La Rochelle (FRA),26 NOV 2023,1116
1647,2:31:40,,Juliette THOMAS,30 OCT 2000,BEL,7,,Hannover (GER),14 APR 2024,1116
1652,2:31:41,,Anne AUDAIN,01 NOV 1955,NZL,2,,St. Paul (USA),14 OCT 1990,1116
1652,2:31:41,,Jung-hee OH,04 DEC 1978,KOR,6,,Seoul (KOR),13 MAR 2005,1116
1652,2:31:41,,Leonor CARNEIRO,18 MAY 1978,POR,8,,Berlin (GER),30 SEP 2007,1116
1652,2:31:41,,Elfnesh MELAKU,1984,ETH,1,,Chongqing (CHN),23 MAR 2013,1116
1652,2:31:41,,Son-Hui KIM,17 DEC 1992,PRK,6,,Pyongyang (PRK),08 APR 2018,1116
1652,2:31:41,,Hyang Ok KIM,12 APR 1996,PRK,6,,Pyongyang (PRK),07 APR 2019,1116
1652,2:31:41,,Zeyituba HUSAN,12 JAN 1999,ETH,1,,Beppu (JPN),05 FEB 2023,1116
1659,2:31:43,,Irina PETROVA,07 JUN 1962,URS,7,,Mogilyov (URS),07 JUN 1987,1116
1659,2:31:43,,Anna RYBICKA,23 SEP 1963,POL,3,,Nagoya (JPN),13 MAR 1994,1116
1659,2:31:43,,Serap AKTAS,25 SEP 1971,TUR,7,,Berlin (GER),26 SEP 1999,1116
1659,2:31:43,,Aiko NITTA,18 NOV 1975,JPN,9,,Nagoya (JPN),09 MAR 2003,1116
1659,2:31:43,,Soumiya LAABANI,03 FEB 1975,MAR,2,,Treviso (ITA),25 MAR 2007,1116
1659,2:31:43,,Tesfanesh MERGA,18 JUN 1986,ETH,3,,Kobe (JPN),17 NOV 2019,1116
1665,2:31:44,,Glenys QUICK,29 NOV 1957,NZL,6,,"Chicago, IL (USA)",20 OCT 1985,1116
1665,2:31:44,,Juan LI,08 JUN 1966,CHN,1,,Tianjin (CHN),03 APR 1988,1116
1665,2:31:44,,Tadelech BIRA,24 APR 1975,ETH,3,,Torino (ITA),26 MAR 2000,1116
1665,2:31:44,,Yevgeniya DANILOVA,10 AUG 1981,RUS,4,,Rotterdam (NED),11 APR 2010,1116
1665,2:31:44,,Caroline JEPKOECH,05 NOV 1979,KEN,2,,Kisumu (KEN),16 DEC 2012,1116
1665,2:31:44,,Desta GIRMA,29 MAR 1987,ETH,7,,Mumbai (IND),20 JAN 2013,1116
1671,2:31:45,,Gabriela WOLF,28 OCT 1960,FRG,3,,Osaka (JPN),29 JAN 1989,1115
1671,2:31:45,,Lynn HARDING,10 AUG 1961,GBR,8,,London (GBR),23 APR 1989,1115
1671,2:31:45,,Nancy CHEPTEGEI,12 DEC 1994,UGA,2,,Padova (ITA),23 APR 2023,1115
1671,2:31:45,,Magaly GARCIA,07 AUG 1989,VEN,48,,Valencia (ESP),03 DEC 2023,1115
1671,2:31:45,,Vanessa WILSON,11 NOV 1981,AUS,8,,Hannover (GER),14 APR 2024,1115
1676,2:31:46,,Danuta BARTOSZEK,19 AUG 1961,CAN,3,,"Chicago, IL (USA)",15 OCT 1995,1115
1676,2:31:46,,Kozue MATSUMOTO,28 AUG 1974,JPN,1,,Tottori (JPN),31 MAR 1996,1115
1678,2:31:47,,Winfrida Nyansikera KWAMBOKA,04 MAR 1982,KEN,3,,Hong Kong (HKG),05 FEB 2012,1115
1678,2:31:47,,Lenah JEROTICH,27 MAR 1988,KEN,1,,Padova (ITA),21 APR 2024,1115
1680,2:31:48,,Yuanrong XI,,CHN,12,,Beijing (CHN),13 OCT 2002,1115
1680,2:31:48,,Elva DRYER,26 SEP 1971,USA,12,,"Chicago, IL (USA)",22 OCT 2006,1115
1682,2:31:49,,Sylviane LEVESQUE,06 APR 1953,FRA,12,,London (GBR),22 APR 1990,1115
1682,2:31:49,,Mayumi NAGAMORI,22 MAR 1968,JPN,8,,Nagoya (JPN),09 MAR 1997,1115
1682,2:31:49,,Christine MALLO,26 FEB 1966,FRA,4,,Rotterdam (NED),18 APR 1999,1115
1682,2:31:49,,Gum-Sin KANG,1979,PRK,2,,Pyongyang (PRK),09 APR 2000,1115
1682,2:31:49,,Ilsa PAULSON,08 NOV 1988,USA,1,,St. Paul (USA),04 OCT 2009,1115
1682,2:31:49,,Triyaningsih TRIYANINGSIH,15 MAY 1987,INA,4,,Guangzhou (CHN),27 NOV 2010,1115
1682,2:31:49,,Megersa MEGERTU,1991,ETH,2,,Sevilla (ESP),24 FEB 2013,1115
1689,2:31:50,,Gulilat SERKALEM,1993,MAR,4,,Marrakech (MAR),26 JAN 2014,1115
1690,2:31:51,,Shiho TAKAI,06 AUG 1980,JPN,10,,Nagoya (JPN),09 MAR 2003,1114
1690,2:31:51,,Heleen PLAATZER,20 NOV 1979,NED,6,,Rotterdam (NED),15 APR 2012,1114
1690,2:31:51,,Carrie VERDON,08 MAR 1994,USA,7,,"Chicago, IL (USA)",10 OCT 2021,1114
1690,2:31:51,,Bo UMMELS,24 AUG 1993,NED,7,,Amsterdam (NED),17 OCT 2021,1114
1690,2:31:51,,Pan SUFANG,08 NOV 2001,CHN,19,,Wuxi (CHN),24 MAR 2024,1114
1695,2:31:52,,Natalya BELOVA,12 MAR 1982,RUS,4,,Torino (ITA),19 APR 2009,1114
1695,2:31:52,,Molly PRITZ,07 APR 1988,USA,12,,"New York, NY (USA)",06 NOV 2011,1114
1695,2:31:52,,Soukaina ATANANE,28 JUN 1994,MAR,1,,Athina (GRE),12 NOV 2023,1114
1698,2:31:53,,Heather HANSCOM,16 NOV 1977,USA,6,,St. Louis (USA),03 APR 2004,1114
1698,2:31:53,,Isabel EIZMENDI,15 JUN 1970,ESP,3,,Rotterdam (NED),09 APR 2006,1114
1698,2:31:53,,Kelsey BRUCE,27 OCT 1992,USA,6,,"Houston, TX (USA)",20 JAN 2019,1114
