Rank,Mark,Competitor,Gender,Event,DOB,Nat,Pos,Venue,Date
118,2:20:42,Berhane ADERE,Women,Marathon,23 NOV 1973,ETH,1,"Chicago, IL (USA)",22 OCT 2006
118,2:20:42,Mizuki MATSUDA,Women,Marathon,31 MAY 1995,JPN,6,Berlin (GER),29 SEP 2024
120,2:20:43,Tegla LOROUPE,Women,Marathon,09 MAY 1973,KEN,1,Berlin (GER),26 SEP 1999
121,2:20:44,Waganesh MEKASHA,Women,Marathon,16 JAN 1992,ETH,1,Toronto (CAN),20 OCT 2024
122,2:20:45,Gelete BURKA,Women,Marathon,23 JAN 1986,ETH,6,Dubai (UAE),26 JAN 2018
123,2:20:47,Galina BOGOMOLOVA,Women,Marathon,15 OCT 1977,RUS,2,"Chicago, IL (USA)",22 OCT 2006
124,2:20:48,Jemima Jelagat SUMGONG,Women,Marathon,21 DEC 1984,KEN,2,"Chicago, IL (USA)",13 OCT 2013
124,2:20:48,Azmera GEBRU,Women,Marathon,31 OCT 1995,ETH,3,Amsterdam (NED),20 OCT 2019
124,2:20:48,Enatnesh Alamrew TIRUSEW,Women,Marathon,04 OCT 1995,ETH,2,Paris (FRA),07 APR 2024
127,2:20:49,Delvine Relin MERINGOR,Women,Marathon,01 AUG 1992,ROU,3,Barcelona (ESP),19 MAR 2023
128,2:20:50,Sisay Meseret GOLA,Women,Marathon,30 DEC 1997,ETH,2,Sevilla (ESP),20 FEB 2022
129,2:20:51,Ababel YESHANEH,Women,Marathon,22 JUL 1991,ETH,2,"Chicago, IL (USA)",13 OCT 2019
130,2:20:53,Deshun ZHANG,Women,Marathon,21 FEB 1996,CHN,9,Tokyo (JPN),02 MAR 2025
131,2:20:57,Jordan HASAY,Women,Marathon,21 SEP 1991,USA,3,"Chicago, IL (USA)",08 OCT 2017
131,2:20:57,Viola Jelagat KIBIWOT,Women,Marathon,22 DEC 1983,KEN,2,Rotterdam (NED),14 APR 2024
133,2:20:59,Shure DEMISE,Women,Marathon,21 JAN 1996,ETH,4,Dubai (UAE),23 JAN 2015
133,2:20:59,Agnes Jeruto BARSOSIO,Women,Marathon,05 AUG 1982,KEN,2,Paris (FRA),09 APR 2017
133,2:20:59,Vibian CHEPKURUI,Women,Marathon,05 JUN 1994,KEN,1,Wien (AUT),24 APR 2022
133,2:20:59,Gadise MULU,Women,Marathon,14 NOV 1997,ETH,2,Ljubljana (SLO),20 OCT 2024
133,2:20:59,Sayaka SATO,Women,Marathon,27 MAY 1994,JPN,2,Nagoya (JPN),09 MAR 2025
138,2:21:01,Meselech MELKAMU,Women,Marathon,19 APR 1985,ETH,1,Frankfurt (GER),28 OCT 2012
138,2:21:01,Majida MAAYOUF,Women,Marathon,27 APR 1989,MAR,10,Valencia (ESP),04 DEC 2022
138,2:21:01,Linet Chepkwemoi MASAI,Women,Marathon,05 DEC 1989,KEN,3,Barcelona (ESP),16 MAR 2025
141,2:21:03,Besu SADO,Women,Marathon,12 JAN 1996,ETH,4,Amsterdam (NED),20 OCT 2019
141,2:21:03,Ruth CHEBITOK,Women,Marathon,26 DEC 1990,KEN,2,Wien (AUT),24 APR 2022
143,2:21:05,Zinah SENBETA,Women,Marathon,30 SEP 1998,ETH,1,Ljubljana (SLO),22 OCT 2023
144,2:21:06,Ingrid KRISTIANSEN,Women,Marathon,21 MAR 1956,NOR,1,London (GBR),21 APR 1985
145,2:21:08,Siranesh YIRGA,Women,Marathon,11 SEP 2000,ETH,1,Ljubljana (SLO),23 OCT 2022
145,2:21:08,Rebbeca Sirwanei TANUI,Women,Marathon,16 JUN 1992,KEN,1,Košice (SVK),06 OCT 2024
147,2:21:09,Meseret Hailu DEBELE,Women,Marathon,12 SEP 1990,ETH,1,Amsterdam (NED),21 OCT 2012
148,2:21:14,Shalane FLANAGAN,Women,Marathon,08 JUL 1981,USA,3,Berlin (GER),28 SEP 2014
148,2:21:14,Jackline CHERONO,Women,Marathon,25 JUN 1998,KEN,1,Rotterdam (NED),13 APR 2025
150,2:21:17,Eunice Jepkirui KIRWA,Women,Marathon,20 MAY 1984,BRN,1,Nagoya (JPN),12 MAR 2017
150,2:21:17,Yeshi Kalayu CHEKOLE,Women,Marathon,12 JUL 1997,ETH,3,Sevilla (ESP),20 FEB 2022
152,2:21:18,Yuka ANDO,Women,Marathon,16 MAR 1994,JPN,1,Nagoya (JPN),10 MAR 2024
153,2:21:19,Kana KOBAYASHI,Women,Marathon,04 APR 2001,JPN,2,Osaka (JPN),26 JAN 2025
154,2:21:21,Joan BENOIT-SAMUELSON,Women,Marathon,16 MAY 1957,USA,1,"Chicago, IL (USA)",20 OCT 1985
155,2:21:22,Philomena CHEYECH,Women,Marathon,05 JUL 1982,KEN,3,Paris (FRA),09 APR 2017
155,2:21:22,Mimi BELETE,Women,Marathon,09 JUN 1988,BRN,5,Amsterdam (NED),20 OCT 2019
155,2:21:22,Gebeyanesh AYELE,Women,Marathon,01 MAY 1995,ETH,4,Amsterdam (NED),17 OCT 2021
158,2:21:24,Calli HAUGER-THACKERY,Women,Marathon,09 JAN 1993,GBR,7,Berlin (GER),29 SEP 2024
158,2:21:24,Aminet AHMED,Women,Marathon,11 FEB 2000,ETH,6,Amsterdam (NED),20 OCT 2024
160,2:21:26,Bornes CHEPKIRUI,Women,Marathon,23 NOV 1986,KEN,1,Ljubljana (SLO),27 OCT 2019
161,2:21:27,Helah Jelagat KIPROP,Women,Marathon,07 APR 1985,KEN,1,Tokyo (JPN),28 FEB 2016
161,2:21:27,Sultan HAYDAR,Women,Marathon,23 JUN 1987,TUR,6,Valencia (ESP),03 DEC 2023
161,2:21:27,Jackline SAKILU,Women,Marathon,28 DEC 1986,TAN,1,Chongqing (CHN),24 MAR 2024
164,2:21:29,Lyudmila PETROVA,Women,Marathon,07 OCT 1968,RUS,2,London (GBR),23 APR 2006
165,2:21:30,Constantina DITA-TOMESCU,Women,Marathon,23 JAN 1970,ROU,2,"Chicago, IL (USA)",09 OCT 2005
165,2:21:30,Lydia CHEROMEI,Women,Marathon,11 MAY 1977,KEN,6,Dubai (UAE),27 JAN 2012
167,2:21:31,Svetlana ZAKHAROVA,Women,Marathon,15 SEP 1970,RUS,4,"Chicago, IL (USA)",13 OCT 2002
167,2:21:31,Askale Magarsa TAFA,Women,Marathon,27 SEP 1984,ETH,2,Berlin (GER),28 SEP 2008
169,2:21:32,Fikrte WERETA,Women,Marathon,21 SEP 2000,ETH,1,Seoul (KOR),17 MAR 2024
170,2:21:33,Ayuko SUZUKI,Women,Marathon,08 OCT 1991,JPN,3,Nagoya (JPN),10 MAR 2024
170,2:21:33,Yuka SUZUKI,Women,Marathon,14 SEP 1999,JPN,3,Osaka (JPN),26 JAN 2025
172,2:21:34,Gete WAMI,Women,Marathon,11 DEC 1974,ETH,1,Berlin (GER),24 SEP 2006
172,2:21:34,Bruktayit ESHETU,Women,Marathon,29 SEP 1990,ETH,11,Valencia (ESP),04 DEC 2022
172,2:21:34,Sinead DIVER,Women,Marathon,17 FEB 1977,AUS,12,Valencia (ESP),04 DEC 2022
175,2:21:35,Shuko GENEMO,Women,Marathon,13 SEP 1995,ETH,2,Barcelona (ESP),10 MAR 2024
176,2:21:36,Bekelech GUDETA,Women,Marathon,11 OCT 1997,ETH,1,Seoul (KOR),16 MAR 2025
177,2:21:37,Visiline JEPKESHO,Women,Marathon,30 DEC 1989,KEN,4,Paris (FRA),09 APR 2017
178,2:21:39,Georgina RONO,Women,Marathon,19 MAY 1980,KEN,2,Frankfurt (GER),28 OCT 2012
179,2:21:40,Tadelech BEKELE,Women,Marathon,11 APR 1991,ETH,3,London (GBR),22 APR 2018
180,2:21:42,Amy CRAGG,Women,Marathon,21 JAN 1984,USA,3,Tokyo (JPN),25 FEB 2018
181,2:21:43,Ethlemahu SINTAYEHU,Women,Marathon,23 FEB 2001,ETH,1,Doha (QAT),17 JAN 2025
182,2:21:45,Masako CHIBA,Women,Marathon,18 JUL 1976,JPN,2,Osaka (JPN),26 JAN 2003
183,2:21:46,Susan CHEPKEMEI,Women,Marathon,25 JUN 1975,KEN,3,London (GBR),23 APR 2006
184,2:21:47,Melat Yisak KEJETA,Women,Marathon,27 SEP 1992,GER,4,Dubai (UAE),07 JAN 2024
185,2:21:50,Afera GODFAY,Women,Marathon,25 SEP 1991,ETH,3,Toronto (CAN),20 OCT 2024
186,2:21:51,Naoko SAKAMOTO,Women,Marathon,14 NOV 1980,JPN,3,Osaka (JPN),26 JAN 2003
186,2:21:51,Amane GOBENA,Women,Marathon,11 SEP 1986,ETH,2,Tokyo (JPN),28 FEB 2016
188,2:21:52,Tigist TUFA,Women,Marathon,26 JAN 1987,ETH,1,Shanghai (CHN),02 NOV 2014
189,2:21:53,Belaynesh OLJIRA,Women,Marathon,26 JUN 1990,ETH,4,Frankfurt (GER),28 OCT 2018
189,2:21:53,Amid Fozya JEMAL,Women,Marathon,11 SEP 1998,ETH,5,Dubai (UAE),07 JAN 2024
191,2:21:54,Chimdesa KUMSA,Women,Marathon,16 SEP 1995,ETH,6,Valencia (ESP),01 DEC 2024
191,2:21:54,Bertukan WELDE,Women,Marathon,10 MAY 2004,ETH,5,Dubai (UAE),12 JAN 2025
193,2:21:55,Rika KASEDA,Women,Marathon,02 MAR 1999,JPN,7,Berlin (GER),25 SEP 2022
194,2:21:56,Mulu SEBOKA,Women,Marathon,25 SEP 1984,ETH,6,Dubai (UAE),23 JAN 2015
194,2:21:56,Susanna SULLIVAN,Women,Marathon,13 MAY 1990,USA,7,"Chicago, IL (USA)",13 OCT 2024
196,2:21:59,Mamitu DASKA,Women,Marathon,16 OCT 1983,ETH,1,Frankfurt (GER),30 OCT 2011
197,2:22:03,Atsede BAYISA,Women,Marathon,16 APR 1987,ETH,1,"Chicago, IL (USA)",07 OCT 2012
198,2:22:06,Diana Chemtai KIPYOKEI,Women,Marathon,05 MAY 1994,KEN,1,Istanbul (TUR),08 NOV 2020
199,2:22:08,Stellah Jepngetich BARSOSIO,Women,Marathon,12 MAR 1993,KEN,1,Rotterdam (NED),24 OCT 2021
200,2:22:09,Ejegayehu DIBABA,Women,Marathon,21 MAR 1982,ETH,1,"Chicago, IL (USA)",09 OCT 2011
