Rank,Mark,Competitor,Gender,Event,DOB,Nat,Pos,Venue,Date
1622,2:31:09,Marianne DICKERSON,Women,Marathon,14 NOV 1960,USA,2,"Olympiastadion, Helsinki (FIN)",07 AUG 1983
1623,2:31:10,Kaoki KODA,Women,Marathon,01 DEC 1976,JPN,8,Osaka (JPN),25 JAN 1998
1623,2:31:10,Beverly RAMOS,Women,Marathon,24 AUG 1987,PUR,20,"Autzen Complex, Eugene, OR (USA)",18 JUL 2022
1623,2:31:10,Pascalia CHEPKOGEI,Women,Marathon,20 AUG 1989,KEN,3,New Taipei City (TPE),16 MAR 2025
1626,2:31:11,Tetyana HOLOVCHENKO,Women,Marathon,13 FEB 1980,UKR,2,Zürich (SUI),07 APR 2013
1626,2:31:11,Eddah JEPKOSGEI,Women,Marathon,,KEN,1,Linz (AUT),15 APR 2018
1626,2:31:11,Akiko KUDO,Women,Marathon,21 OCT 1983,JPN,8,Taipei City (TPE),15 DEC 2019
1626,2:31:11,Monika ANDRZEJCZAK,Women,Marathon,05 JAN 1985,POL,1,Warszawa (POL),26 SEP 2021
1630,2:31:12,Tatyana TITOVA,Women,Marathon,06 AUG 1965,RUS,1,Paris (FRA),29 MAR 1992
1630,2:31:12,Angelica SÁNCHEZ,Women,Marathon,11 DEC 1975,MEX,3,Milano (ITA),30 NOV 2003
1630,2:31:12,Carrie DIMOFF,Women,Marathon,31 MAY 1983,USA,14,"New York, NY (USA)",04 NOV 2018
1633,2:31:13,Sin MYONG-AE,Women,Marathon,1977,PRK,4,Pyongyang (PRK),15 APR 2001
1633,2:31:13,Letay NEGASH,Women,Marathon,1983,ETH,3,Dublin (IRL),27 OCT 2008
1633,2:31:13,Korei OMATA,Women,Marathon,05 JUL 1987,JPN,15,Nagoya (JPN),11 MAR 2012
1633,2:31:13,Jong Rim KIM,Women,Marathon,,PRK,9,Pyongyang (PRK),06 APR 2025
1637,2:31:14,Kumi ARAKI,Women,Marathon,11 OCT 1965,JPN,10,Osaka (JPN),26 JAN 1992
1637,2:31:14,Song-Suk OH,Women,Marathon,02 SEP 1977,PRK,5,Pyongyang (PRK),07 APR 2002
1637,2:31:14,An-Un SUK,Women,Marathon,,PRK,6,Pyongyang (PRK),08 APR 2007
1637,2:31:14,Jenny SPINK,Women,Marathon,07 AUG 1981,GBR,13,Frankfurt (GER),27 OCT 2019
1637,2:31:14,Inès HAMOUDI,Women,Marathon,03 JUN 2001,FRA,26,Valencia (ESP),01 DEC 2024
1642,2:31:15,Marisol ROMERO ROSALES,Women,Marathon,26 JAN 1983,MEX,1,Torreón (MEX),04 MAR 2012
1642,2:31:15,Molly CULVER,Women,Marathon,,USA,6,"Duluth, MN (USA)",18 JUN 2022
1644,2:31:16,Hiroe FUKUDA,Women,Marathon,06 FEB 1968,JPN,11,Osaka (JPN),26 JAN 1992
1644,2:31:16,Mari YOSHIKAWA,Women,Marathon,05 JAN 1975,JPN,10,Nagoya (JPN),10 MAR 1996
1644,2:31:16,Maria Dolores VALENCIA JIMÉNEZ,Women,Marathon,06 SEP 1975,MEX,1,Torreón (MEX),04 MAR 2007
1644,2:31:16,Yesenia CENTENO,Women,Marathon,27 JUN 1971,ESP,4,Hamburg (GER),27 APR 2008
1644,2:31:16,Anna BAŃKOWSKA,Women,Marathon,31 MAR 1990,POL,1,Dresden (GER),21 MAR 2021
1649,2:31:17,Tiruwork MEKONNEN,Women,Marathon,1986,ETH,6,Roma (ITA),21 MAR 2010
1649,2:31:17,Yukiko OKUNO,Women,Marathon,12 SEP 1992,JPN,10,Tokyo (JPN),28 FEB 2016
1649,2:31:17,Haruna TAKADA,Women,Marathon,17 FEB 1990,JPN,15,Nagoya (JPN),13 MAR 2016
1649,2:31:17,Nancy Chepngetich KIMAIYO,Women,Marathon,1984,KEN,8,Shanghai (CHN),12 NOV 2017
1649,2:31:17,Shanshan ZHANG,Women,Marathon,10 SEP 1999,CHN,12,Wuxi (CHN),23 MAR 2025
1654,2:31:18,Anne Marie LAUCK,Women,Marathon,07 MAR 1969,USA,3,"Columbia, SC (USA)",10 FEB 1996
1655,2:31:19,Tani RUCKLE,Women,Marathon,25 JUN 1962,AUS,4,"Chicago, IL (USA)",30 OCT 1988
1655,2:31:19,Hongxia WANG,Women,Marathon,13 JAN 1975,CHN,7,Nagoya (JPN),09 MAR 2003
1655,2:31:19,Yihunlish DELELECHA BEKELE,Women,Marathon,22 OCT 1981,ETH,3,"Houston, TX (USA)",15 JAN 2012
1658,2:31:20,Francoise BONNET,Women,Marathon,08 APR 1957,FRA,9,London (GBR),22 APR 1990
1658,2:31:20,Carmen FUENTES,Women,Marathon,07 JUN 1965,ESP,2,Rotterdam (NED),23 APR 1995
1658,2:31:20,Akiyo ONISHI,Women,Marathon,03 MAY 1978,JPN,1,Nagano (JPN),15 APR 2001
1658,2:31:20,Mercy Jemutai TANUI,Women,Marathon,1984,KEN,2,Rabat (MAR),19 APR 2015
1658,2:31:20,Sviatlana KUDZELICH,Women,Marathon,07 MAY 1987,BLR,5,Warszawa (POL),14 APR 2019
1658,2:31:20,Bethany SACHTLEBEN,Women,Marathon,09 FEB 1992,USA,2,"Estadio Atlético de la VIDENA, Lima (PER)",27 JUL 2019
1658,2:31:20,Natascha MOMMERS,Women,Marathon,1984,GER,4,Hannover (GER),26 MAR 2023
1665,2:31:21,Antonella BIZIOLI,Women,Marathon,29 MAR 1957,ITA,1,Cesano Boscone (ITA),13 NOV 1988
1665,2:31:21,Yuko YAMAZOE,Women,Marathon,04 MAY 1973,JPN,9,Osaka (JPN),30 JAN 1994
1665,2:31:21,Fenjin LI,Women,Marathon,11 FEB 1983,CHN,6,Xiamen (CHN),27 MAR 2004
1665,2:31:21,Sun-sook YUN,Women,Marathon,28 MAY 1972,KOR,1,Gongju (KOR),19 OCT 2008
1665,2:31:21,Jane Jepkosgei KIPTOO,Women,Marathon,08 AUG 1982,KEN,4,Düsseldorf (GER),27 APR 2014
1670,2:31:22,Lidia CAMBERG,Women,Marathon,31 JAN 1962,POL,6,Carpi (ITA),27 OCT 1991
1670,2:31:22,Valentina ENACHI,Women,Marathon,15 FEB 1966,MDA,1,Lyon (FRA),26 OCT 1997
1672,2:31:23,Kirsi MATTILA,Women,Marathon,17 MAR 1962,FIN,4,Berlin (GER),25 SEP 1994
1672,2:31:23,Priscilla LORCHIMA,Women,Marathon,1985,KEN,3,Hamburg (GER),21 APR 2013
1674,2:31:24,Kit Ching YIU,Women,Marathon,20 FEB 1988,HKG,17,Milano (ITA),16 MAY 2021
1674,2:31:24,Kuli CHIMDESSA,Women,Marathon,2003,ETH,3,Beograd (SRB),06 APR 2025
1676,2:31:25,Yunxia LI,Women,Marathon,01 SEP 1979,CHN,3,Beijing (CHN),09 OCT 1999
1676,2:31:25,Milkah CHEPKIENIY,Women,Marathon,12 AUG 1976,KEN,4,Paris (FRA),09 APR 2000
1676,2:31:25,Vanessa FERNANDEZ,Women,Marathon,14 SEP 1985,POR,6,Valencia (ESP),15 NOV 2015
1679,2:31:26,Anne VAN SCHUPPEN,Women,Marathon,11 OCT 1960,NED,3,Rotterdam (NED),28 APR 1996
1679,2:31:26,Lydia KURGAT,Women,Marathon,1976,KEN,2,Eindhoven (NED),11 OCT 2009
1681,2:31:27,Janet MAYAL,Women,Marathon,14 JUL 1963,BRA,5,Berlin (GER),29 SEP 1991
1681,2:31:27,Miyako IWAI,Women,Marathon,15 FEB 1968,JPN,7,Nagoya (JPN),07 MAR 1993
1681,2:31:27,Almaz ALEMU,Women,Marathon,19 APR 1982,ETH,1,Castellón (ESP),12 DEC 2010
1681,2:31:27,Gladys YATOR,Women,Marathon,08 AUG 1992,KEN,6,Warszawa (POL),14 APR 2019
1681,2:31:27,Zhuang LIU,Women,Marathon,18 JAN 1995,CHN,5,Xuzhou (CHN),11 APR 2021
1681,2:31:27,Hanane QALLOUJ,Women,Marathon,01 FEB 1992,MAR,3,Marrakech (MAR),15 MAY 2022
1681,2:31:27,Ana Mafalda FERREIRA,Women,Marathon,22 APR 1988,POR,1,Aveiro (POR),23 APR 2023
1681,2:31:27,Gladys JEMAIYO,Women,Marathon,1994,KEN,5,Dublin (IRL),27 OCT 2024
1689,2:31:28,Myong-Hui HONG,Women,Marathon,29 JUL 1978,PRK,1,Pyongyang (PRK),09 APR 2000
1689,2:31:28,Marie SÖDERSTRÖM-LUNDBERG,Women,Marathon,21 OCT 1960,SWE,2,Stockholm (SWE),09 JUN 2001
1689,2:31:28,Svitlana STANKO-KLYMENKO,Women,Marathon,13 MAY 1976,UKR,1,Warszawa (POL),25 SEP 2011
1689,2:31:28,Deborah TONIOLO,Women,Marathon,24 APR 1977,ITA,15,Berlin (GER),27 SEP 2015
1689,2:31:28,Aya HIGASHIMOTO,Women,Marathon,07 APR 1992,JPN,7,Osaka (JPN),31 JAN 2016
1694,2:31:29,Ri MYONG SIL,Women,Marathon,24 APR 1981,PRK,4,Beijing (CHN),09 OCT 1999
1694,2:31:29,Sakiko KATO,Women,Marathon,08 MAY 1979,JPN,8,Nagoya (JPN),10 MAR 2002
1694,2:31:29,Inga JUODEŠKIENĖ,Women,Marathon,21 OCT 1971,LTU,3,Frankfurt (GER),27 OCT 2002
1694,2:31:29,Zhang XIAN,Women,Marathon,,CHN,6,Beijing (CHN),21 OCT 2007
1694,2:31:29,Emeline DELANIS,Women,Marathon,22 MAR 1997,FRA,19,"Chicago, IL (USA)",08 OCT 2023
1694,2:31:29,Katherine TISALEMA PURUNCAJA,Women,Marathon,28 JUL 1996,ECU,34,Sevilla (ESP),18 FEB 2024
1694,2:31:29,Fei HUANG,Women,Marathon,20 JUL 1986,CHN,6,Chongqing (CHN),02 MAR 2025
