Rank,Mark,Competitor,Gender,Event,DOB,Nat,Pos,Venue,Date
946,2:27:49,Ornella FERRARA,Women,Marathon,17 APR 1968,ITA,1,Roma (ITA),28 MAR 2004
946,2:27:49,Genet Habela ABDURKADIR,Women,Marathon,30 NOV 1997,ETH,3,Dublin (IRL),29 OCT 2023
949,2:27:50,Kim JONES,Women,Marathon,02 MAY 1958,USA,2,Berlin (GER),29 SEP 1991
949,2:27:50,Diane NUKURI,Women,Marathon,01 DEC 1984,BDI,12,London (GBR),26 APR 2015
949,2:27:50,Anja SCHERL,Women,Marathon,12 APR 1986,GER,3,Hamburg (GER),17 APR 2016
949,2:27:50,Beji BEKELU,Women,Marathon,21 AUG 1999,ETH,7,Sevilla (ESP),23 FEB 2020
949,2:27:50,Maggie MONTOYA,Women,Marathon,02 MAY 1995,USA,11,Rotterdam (NED),13 APR 2025
954,2:27:51,Woynishet GIRMA,Women,Marathon,28 JUL 1986,ETH,4,Amsterdam (NED),17 OCT 2010
954,2:27:51,Kateryna STETSENKO,Women,Marathon,16 JAN 1982,UKR,2,Dublin (IRL),25 OCT 2010
954,2:27:51,Sofiya SHEMSU,Women,Marathon,12 SEP 1994,ETH,6,Istanbul (TUR),03 NOV 2019
954,2:27:51,Feyne GEMEDA,Women,Marathon,28 JUN 1992,ETH,5,Madrid (ESP),24 APR 2022
954,2:27:51,Meizhen LI,Women,Marathon,03 JAN 1999,CHN,6,Wuxi (CHN),23 MAR 2025
959,2:27:52,Truphena CHEPCHIRCHIR,Women,Marathon,21 JUN 1990,KEN,3,Dongying (CHN),20 APR 2019
959,2:27:52,Sheyla EULOGIO PAUCAR,Women,Marathon,22 FEB 1998,PER,10,Sevilla (ESP),23 FEB 2025
961,2:27:53,Monica PONT,Women,Marathon,03 JUN 1969,ESP,4,Osaka (JPN),28 JAN 1996
961,2:27:53,Mirriam WANGARI,Women,Marathon,22 FEB 1979,KEN,3,Xiamen (CHN),03 JAN 2015
963,2:27:54,Tiziana ALAGIA,Women,Marathon,08 MAR 1973,ITA,1,Torino (ITA),01 APR 2001
963,2:27:54,Leila AMAN,Women,Marathon,24 NOV 1977,ETH,5,Berlin (GER),26 SEP 2004
963,2:27:54,Miharu SHIMOKADO,Women,Marathon,24 APR 1990,JPN,6,Nagoya (JPN),12 MAR 2017
963,2:27:54,Ayaka INOUE,Women,Marathon,19 JUN 1991,JPN,11,Osaka (JPN),26 JAN 2020
963,2:27:54,Emily Chebet KIPCHUMBA,Women,Marathon,16 FEB 1998,KEN,1,La Rochelle (FRA),24 NOV 2024
968,2:27:55,Mari TANIGAWA,Women,Marathon,27 OCT 1962,JPN,1,Paris (FRA),24 APR 1994
968,2:27:55,Claudia DREHER,Women,Marathon,02 MAY 1971,GER,1,Hannover (GER),16 MAY 1999
968,2:27:55,Midori FUMOTO-SHIMIZU,Women,Marathon,18 DEC 1971,JPN,4,Nagoya (JPN),12 MAR 2000
968,2:27:55,YuanYuan YIN,Women,Marathon,31 MAY 1991,CHN,3,Dalian (CHN),30 APR 2011
968,2:27:55,Lamei SUN,Women,Marathon,04 JAN 1991,CHN,2,Beijing (CHN),25 NOV 2012
973,2:27:56,Selamawit GETNET,Women,Marathon,,ETH,1,Málaga (ESP),15 DEC 2019
973,2:27:56,Hawi Alemu NEGARI,Women,Marathon,24 JAN 1998,ETH,1,Marrakech (MAR),26 JAN 2020
973,2:27:56,Tecla KIRONGO,Women,Marathon,05 MAY 1993,KEN,2,Cape Town (RSA),16 OCT 2022
976,2:27:57,Zoya IVANOVA,Women,Marathon,14 MAR 1952,URS,3,Tokyo (JPN),15 NOV 1987
976,2:27:57,Meryem ERDOGAN,Women,Marathon,24 APR 1990,TUR,40,Valencia (ESP),03 DEC 2023
976,2:27:57,Isabel OROPEZA,Women,Marathon,25 SEP 1990,MEX,23,Sevilla (ESP),18 FEB 2024
979,2:27:58,Yoshiko YAMAMOTO,Women,Marathon,06 JUN 1970,JPN,4,Osaka (JPN),26 JAN 1992
979,2:27:58,Ramiya BURANGULOVA,Women,Marathon,11 JUL 1961,RUS,4,Nagoya (JPN),10 MAR 1996
979,2:27:58,Melanie KRAUS,Women,Marathon,24 OCT 1974,GER,5,Berlin (GER),10 SEP 2000
979,2:27:58,Hye-Song KIM,Women,Marathon,09 MAR 1993,PRK,2,Pyongyang (PRK),13 APR 2014
979,2:27:58,Olga SKRYPAK,Women,Marathon,02 DEC 1990,UKR,8,Ljubljana (SLO),27 OCT 2019
979,2:27:58,Ayinadis TESHOME,Women,Marathon,,ETH,4,Mumbai (IND),21 JAN 2024
985,2:27:59,Olga APPELL,Women,Marathon,02 AUG 1963,USA,1,St. Paul (USA),06 OCT 1996
986,2:28:00,Ritva LEMETTINEN,Women,Marathon,09 SEP 1960,FIN,3,London (GBR),02 APR 1995
986,2:28:00,Jingbo LU,Women,Marathon,18 APR 1973,CHN,8,Beijing (CHN),14 OCT 2001
986,2:28:00,Lanni MARCHANT,Women,Marathon,11 APR 1984,CAN,3,Toronto (CAN),20 OCT 2013
986,2:28:00,Filomena COSTA,Women,Marathon,22 FEB 1985,POR,1,Sevilla (ESP),22 FEB 2015
990,2:28:01,Yuko ARIMORI,Women,Marathon,17 DEC 1966,JPN,2,Osaka (JPN),27 JAN 1991
990,2:28:01,Yelena SOKOLOVA,Women,Marathon,27 DEC 1979,RUS,8,Frankfurt (GER),31 OCT 2010
990,2:28:01,Misaki KATSUMATA,Women,Marathon,26 DEC 1985,JPN,10,Nagoya (JPN),11 MAR 2012
990,2:28:01,Jemila WORTESA,Women,Marathon,18 MAY 1986,ETH,4,Roma (ITA),19 MAR 2023
994,2:28:02,Birgit JERSCHABECK,Women,Marathon,17 MAY 1969,GER,1,Lisboa (POR),26 NOV 1995
994,2:28:02,Elza SHAYAKHMETOVA-KIREYEVA,Women,Marathon,26 MAR 1979,RUS,3,Dublin (IRL),25 OCT 2010
994,2:28:02,Tizita TERECHA,Women,Marathon,12 OCT 1992,ETH,1,Guangzhou (CHN),06 DEC 2015
997,2:28:03,Viktoriya KHAPILINA,Women,Marathon,23 APR 1992,UKR,1,Kraków (POL),28 APR 2019
998,2:28:04,Sonia THOMAS-SAMUELS,Women,Marathon,16 MAY 1979,GBR,9,Berlin (GER),27 SEP 2015
999,2:28:06,Sarah ROWELL,Women,Marathon,19 NOV 1962,GBR,2,London (GBR),21 APR 1985
999,2:28:06,Lieve SLEGERS,Women,Marathon,06 APR 1965,BEL,1,Rotterdam (NED),28 APR 1996
