Rank,Mark,Competitor,Gender,Event,DOB,Nat,Pos,Venue,Date
2222,2:33:40,Maria POLYZOU,Women,Marathon,10 NOV 1968,GRE,13,"Népstadion, Budapest (HUN)",23 AUG 1998
2222,2:33:40,Aki NEGORO,Women,Marathon,10 SEP 1981,JPN,11,Nagoya (JPN),09 MAR 2003
2222,2:33:40,Lim-Yon HUI,Women,Marathon,,PRK,10,Pyongyang (PRK),08 APR 2007
2222,2:33:40,Christina BUS HOLTH,Women,Marathon,22 APR 1980,NOR,12,Berlin (GER),25 SEP 2011
2222,2:33:40,Jip VASTENBURG,Women,Marathon,21 MAR 1994,NED,16,Sevilla (ESP),23 FEB 2020
2222,2:33:40,Ashlee POWERS,Women,Marathon,22 DEC 1993,USA,3,"St. Paul, Minneapolis, MN (USA)",06 OCT 2024
2222,2:33:40,Jiali WANG,Women,Marathon,12 MAY 2001,CHN,18,Wuxi (CHN),23 MAR 2025
2229,2:33:41,Janice ETTLE,Women,Marathon,03 DEC 1958,USA,6,"Olympia, WA (USA)",12 MAY 1984
2229,2:33:41,Christel ROGIERS,Women,Marathon,09 MAR 1960,BEL,16,London (GBR),21 APR 1991
2229,2:33:41,Sue REINSFORD,Women,Marathon,24 MAR 1969,GBR,3,Rotterdam (NED),16 APR 2000
2229,2:33:41,Kaoru YAMADA,Women,Marathon,24 NOV 1975,JPN,9,Osaka (JPN),27 JAN 2002
2229,2:33:41,Kate SANBORN,Women,Marathon,11 DEC 1997,USA,11,"Houston, TX (USA)",16 JAN 2022
2234,2:33:42,Li YOONG HUI,Women,Marathon,,PRK,6,Pyongyang (PRK),07 APR 2002
2234,2:33:42,Lauren SHELLEY,Women,Marathon,02 DEC 1976,AUS,8,Tokyo (JPN),20 NOV 2005
2234,2:33:42,Rehaset MEHARI,Women,Marathon,05 MAR 1989,ERI,5,Roma (ITA),18 MAR 2012
2234,2:33:42,Anja FINK,Women,Marathon,12 APR 1997,SLO,53,Valencia (ESP),03 DEC 2023
2238,2:33:43,Akemi TAKAYAMA,Women,Marathon,31 MAY 1968,JPN,1,Sasayama (JPN),10 MAR 1991
2238,2:33:43,Natalya KURBATOVA,Women,Marathon,17 OCT 1985,RUS,2,Saransk (RUS),03 JUN 2006
2238,2:33:43,Christine KALMER,Women,Marathon,10 FEB 1986,RSA,9,Valencia (ESP),15 NOV 2015
2241,2:33:44,Grazyna MIERZEJEWSKA,Women,Marathon,28 OCT 1957,POL,3,Debno (POL),06 APR 1986
2241,2:33:44,Annette FINCKE,Women,Marathon,10 OCT 1963,GDR,17,London (GBR),22 APR 1990
2241,2:33:44,Wioletta KRYZA,Women,Marathon,10 AUG 1968,POL,2,Edinburgh (GBR),26 SEP 1999
2241,2:33:44,Yihua SU,Women,Marathon,,CHN,16,Beijing (CHN),13 OCT 2002
2241,2:33:44,Amy WATERLOW,Women,Marathon,29 JUL 1978,GBR,19,London (GBR),22 APR 2012
2241,2:33:44,Bridget LYONS,Women,Marathon,05 FEB 1988,USA,15,Rotterdam (NED),16 APR 2023
2247,2:33:45,Hong OK-DAN,Women,Marathon,19 JAN 1978,PRK,8,Pyongyang (PRK),13 APR 2003
2247,2:33:45,Hirut BEYENE GUANGUL,Women,Marathon,16 APR 1992,ETH,3,"Philadelphia, PA (USA)",21 NOV 2021
2249,2:33:46,Krystyna CHYLIÑSKA,Women,Marathon,18 NOV 1964,POL,13,London (GBR),23 APR 1989
2249,2:33:46,Izabela ZATORSKA,Women,Marathon,06 OCT 1962,POL,7,Berlin (GER),27 SEP 1992
2249,2:33:46,Rebecca KIPSANG,Women,Marathon,,KEN,3,Kisumu (KEN),16 DEC 2012
2249,2:33:46,Laura PORTIS,Women,Marathon,27 MAR 1987,USA,2,St. Paul (USA),06 OCT 2013
2249,2:33:46,Sitora KHAMIDOVA,Women,Marathon,12 MAY 1989,UZB,7,Warszawa (POL),14 APR 2019
2254,2:33:47,Xiaoxia WANG,Women,Marathon,21 AUG 1976,CHN,2,Dalian (CHN),27 OCT 1996
2254,2:33:47,Masako KUSAKAYA,Women,Marathon,26 FEB 1972,JPN,12,Nagoya (JPN),12 MAR 2000
2254,2:33:47,Hayley MCGREGOR,Women,Marathon,27 MAY 1979,AUS,2,"Phoenix, AZ (USA)",09 JAN 2005
2254,2:33:47,Yumei CHEN,Women,Marathon,01 SEP 1974,CHN,4,Shanghai (CHN),05 DEC 2010
2254,2:33:47,Shiho TACHIZAKO,Women,Marathon,26 DEC 2003,JPN,2,Sapporo (JPN),25 AUG 2024
2259,2:33:48,Rebby KOECH,Women,Marathon,30 OCT 1980,KEN,5,Venezia (ITA),24 OCT 2010
2259,2:33:48,Tomomi HIGUCHI,Women,Marathon,22 AUG 1984,JPN,8,Daegu (KOR),10 APR 2011
2259,2:33:48,Manami KIKUHARA,Women,Marathon,,JPN,18,Singapore (SGP),06 DEC 2015
2259,2:33:48,Lebo Dinah PHALULA,Women,Marathon,09 DEC 1983,RSA,5,Enschede (NED),17 APR 2016
2259,2:33:48,Tessa MCCORMICK,Women,Marathon,25 JUN 1995,GBR,54,Valencia (ESP),03 DEC 2023
2259,2:33:48,Sheila CHEBET,Women,Marathon,10 OCT 1997,KEN,3,Lisboa (POR),06 OCT 2024
2265,2:33:49,Marie-Louise HAMRIN,Women,Marathon,19 APR 1957,SWE,1,"Columbus, OH (USA)",16 NOV 1986
2265,2:33:49,Erin BAKER,Women,Marathon,23 MAY 1961,NZL,8,"Los Angeles, CA (USA)",01 MAR 1992
2265,2:33:49,Abebech TSEGAYE,Women,Marathon,1992,ETH,2,Sevilla (ESP),22 FEB 2015
2268,2:33:50,Huayuan CHA,Women,Marathon,,CHN,6,Beijing (CHN),20 OCT 1996
2268,2:33:50,Silvana TRAMPUZ,Women,Marathon,15 SEP 1966,AUS,5,Hamburg (GER),25 APR 1999
2268,2:33:50,Ichiyo NAGANUMA,Women,Marathon,05 NOV 1971,JPN,8,Tokyo (JPN),17 NOV 2002
2268,2:33:50,Mary AKOR,Women,Marathon,25 SEP 1976,USA,2,St. Paul (USA),01 OCT 2006
2268,2:33:50,Viktoriya TRUSHENKO,Women,Marathon,19 JUL 1984,RUS,7,Rotterdam (NED),13 APR 2008
2268,2:33:50,Fatima AYACHI,Women,Marathon,31 AUG 1985,MAR,5,Valencia (ESP),17 NOV 2013
2268,2:33:50,Zhiling ZHENG,Women,Marathon,25 DEC 1996,CHN,8,Seoul (KOR),20 MAR 2016
2268,2:33:50,Daisy LANGAT,Women,Marathon,27 OCT 1997,KEN,1,Tallinn (EST),09 SEP 2018
2276,2:33:51,Sandy JACOBSON,Women,Marathon,23 MAR 1966,CAN,28,"Stade de France, Paris-St-Denis (FRA)",31 AUG 2003
2276,2:33:51,Yukako GOTO,Women,Marathon,16 SEP 1973,JPN,8,Osaka (JPN),28 JAN 2007
2276,2:33:51,Samira RAIF,Women,Marathon,04 APR 1974,MAR,2,Hong Kong (HKG),20 FEB 2011
2276,2:33:51,Tetyana VERNIGOR,Women,Marathon,23 JAN 1983,UKR,9,Frankfurt (GER),28 OCT 2012
2276,2:33:51,Kana ORINO,Women,Marathon,15 MAR 1992,JPN,18,Nagoya (JPN),09 MAR 2014
2281,2:33:52,Regina JOYCE,Women,Marathon,07 FEB 1957,IRL,7,"Olympiastadion, Helsinki (FIN)",07 AUG 1983
2281,2:33:52,Tatyana IVANOVA-ZOLOTAREVA,Women,Marathon,22 JUL 1970,RUS,6,Paris (FRA),25 APR 1993
2281,2:33:52,Xiujie WANG,Women,Marathon,20 NOV 1973,CHN,4,Beijing (CHN),10 OCT 1998
2281,2:33:52,Ayumi NOSHITA,Women,Marathon,07 MAY 1977,JPN,12,Osaka (JPN),30 JAN 2000
2281,2:33:52,Rika TABASHI,Women,Marathon,12 NOV 1981,JPN,1,Košice (SVK),03 OCT 2004
2281,2:33:52,Merima HASHIM,Women,Marathon,1981,ETH,6,"Las Vegas, NV (USA)",04 DEC 2005
2281,2:33:52,Runa Skrove FALCH,Women,Marathon,23 JUN 1990,NOR,3,Málaga (ESP),09 DEC 2018
2281,2:33:52,Rachel BAPTISTA,Women,Marathon,23 APR 1993,USA,10,"Houston, TX (USA)",20 JAN 2019
2281,2:33:52,Mia BEHM,Women,Marathon,26 JAN 1990,USA,2,"Chicago, IL (USA)",13 OCT 2019
2281,2:33:52,Nicolasa CONDORI,Women,Marathon,06 DEC 1988,PER,2,Lima (PER),11 SEP 2022
2281,2:33:52,Ryo KOIDO,Women,Marathon,16 SEP 1997,JPN,25,Nagoya (JPN),12 MAR 2023
2292,2:33:53,Magda ILANDS,Women,Marathon,16 JAN 1950,BEL,2,Berlin (GER),28 SEP 1986
2292,2:33:53,Odile OHIER,Women,Marathon,19 NOV 1963,FRA,2,Rouen (FRA),27 OCT 1991
2292,2:33:53,Svetlana SHEPELEVA-TKACH,Women,Marathon,10 MAY 1969,MDA,1,"Duluth, MN (USA)",17 JUN 2000
2292,2:33:53,Doreen NDUKU KITAKA,Women,Marathon,1983,KEN,4,St. Paul (USA),02 OCT 2011
2292,2:33:53,Natalia CERCHES,Women,Marathon,21 FEB 1976,MDA,1,Linz (AUT),21 APR 2013
2292,2:33:53,Damaris AREBA,Women,Marathon,1995,KEN,4,"Philadelphia, PA (USA)",19 NOV 2022
2298,2:33:54,Małgorzata KOWALEWICZ-BIRBACH,Women,Marathon,17 FEB 1960,POL,3,Berlin (GER),09 OCT 1988
2298,2:33:54,Martha TENORIO,Women,Marathon,06 AUG 1966,ECU,25,"Olympic Stadium, Sydney (AUS)",24 SEP 2000
2298,2:33:54,Saori NEJO,Women,Marathon,16 MAY 1982,JPN,11,Osaka (JPN),31 JAN 2010
