Rank,Mark,Competitor,Gender,Event,DOB,Nat,Pos,Venue,Date
1957,2:32:45,Chris JUNKERMAN,Women,Marathon,1972,USA,7,"Chicago, IL (USA)",22 OCT 2000
1957,2:32:45,Hayley CARRUTHERS,Women,Marathon,20 APR 1993,GBR,18,Valencia (ESP),01 DEC 2019
1957,2:32:45,Birhan MULUGOJAM,Women,Marathon,,ETH,9,Mumbai (IND),21 JAN 2024
1961,2:32:46,Nora Leticia ROCHA,Women,Marathon,18 DEC 1967,MEX,1,Torreón (MEX),03 MAR 2002
1961,2:32:46,Cruz Nonata DA SILVA,Women,Marathon,18 AUG 1974,BRA,7,Wien (AUT),15 APR 2012
1961,2:32:46,Mei MATSUYAMA,Women,Marathon,27 JUN 1992,JPN,23,Nagoya (JPN),10 MAR 2019
1961,2:32:46,Cecilia Michael WAYUA,Women,Marathon,22 NOV 1993,KEN,5,Taiyuan (CHN),08 SEP 2019
1965,2:32:47,Gladys Kerubo OTERO,Women,Marathon,06 DEC 1987,KEN,2,Hannover (GER),02 MAY 2010
1966,2:32:48,Zenash GEZMU,Women,Marathon,1990,ETH,6,Amsterdam (NED),16 OCT 2016
1966,2:32:48,Nina CHYDENIUS,Women,Marathon,28 JAN 1990,FIN,24,Sevilla (ESP),20 FEB 2022
1966,2:32:48,Mayu HIRATA,Women,Marathon,16 FEB 2001,JPN,21,Nagoya (JPN),12 MAR 2023
1966,2:32:48,Katie KELLNER,Women,Marathon,04 AUG 1991,USA,31,Berlin (GER),24 SEP 2023
1966,2:32:48,Etsegenet BELETE,Women,Marathon,12 NOV 1997,ETH,2,Torino (ITA),05 NOV 2023
1971,2:32:49,Nelly GLAUSER,Women,Marathon,27 JAN 1966,SUI,4,Rotterdam (NED),28 APR 1996
1971,2:32:49,Yumi SATO,Women,Marathon,22 DEC 1976,JPN,5,Osaka (JPN),29 JAN 2012
1971,2:32:49,Kyung-hee LIM,Women,Marathon,16 NOV 1982,KOR,3,Daegu (KOR),08 APR 2012
1974,2:32:50,Svetlana PRÉTOT,Women,Marathon,03 JUL 1971,RUS,2,"San Diego, CA (USA)",03 JUN 2007
1974,2:32:50,Chizuru IDETA,Women,Marathon,15 NOV 1986,JPN,14,Nagoya (JPN),10 MAR 2013
1974,2:32:50,Vaida ŽŪSINAITĖ-NEKRIOŠIENĖ,Women,Marathon,13 JAN 1988,LTU,4,Hannover (GER),10 APR 2016
1977,2:32:51,Mi-ok LEE,Women,Marathon,10 MAR 1968,KOR,15,"Olympic Stadium, Seoul (KOR)",23 SEP 1988
1977,2:32:51,Zoila GOMEZ,Women,Marathon,07 JUN 1979,USA,11,"Chicago, IL (USA)",10 OCT 2010
1977,2:32:51,Rina YAMAZAKI,Women,Marathon,06 MAY 1988,JPN,6,Tokyo (JPN),27 FEB 2011
1977,2:32:51,Kaori OYAMA,Women,Marathon,06 DEC 1982,JPN,11,Tokyo (JPN),26 FEB 2012
1977,2:32:51,Lizzie LEE,Women,Marathon,22 MAY 1980,IRL,17,Berlin (GER),27 SEP 2015
1977,2:32:51,Emmaculate CHEPKIRUI,Women,Marathon,03 AUG 2000,KEN,6,Málaga (ESP),15 DEC 2024
1983,2:32:52,Yu-ying LIU,Women,Marathon,1972,CHN,14,Tianjin (CHN),04 APR 1993
1983,2:32:52,Courtney MCGUIRE,Women,Marathon,09 OCT 1999,IRL,3,Dublin (IRL),30 OCT 2022
1985,2:32:53,Kersti JAKOBSEN,Women,Marathon,15 FEB 1956,DEN,6,London (GBR),20 APR 1986
1985,2:32:53,Maureen ROBEN,Women,Marathon,31 AUG 1955,USA,4,St. Paul (USA),02 OCT 1988
1985,2:32:53,Olga YUDENKOVA,Women,Marathon,07 JAN 1967,BLR,1,Hannover (GER),05 APR 1998
1985,2:32:53,Marta FERNÁNDEZ DE CASTRO,Women,Marathon,19 AUG 1971,ESP,7,Rotterdam (NED),22 APR 2001
1985,2:32:53,Careen CHEPTOEK,Women,Marathon,06 JUN 1993,KEN,2,Taipei City (TPE),15 DEC 2024
1990,2:32:54,Irina RUBAN,Women,Marathon,04 AUG 1962,URS,3,Uzhgorod (URS),07 OCT 1986
1990,2:32:54,Wenrong ZHENG,Women,Marathon,26 NOV 1988,CHN,7,Dalian (CHN),30 APR 2011
1990,2:32:54,Kathya GARCIA,Women,Marathon,03 DEC 1987,MEX,7,"Houston, TX (USA)",16 JAN 2022
1993,2:32:55,Rita MARCHISIO,Women,Marathon,13 FEB 1950,ITA,1,Osaka (JPN),24 JAN 1982
1993,2:32:55,Chun-yan BAI,Women,Marathon,1966,CHN,5,Tianjin (CHN),29 MAR 1987
1993,2:32:55,Xiu-ying CHEN,Women,Marathon,13 JAN 1973,CHN,15,Tianjin (CHN),04 APR 1993
1993,2:32:55,Soon-duk KANG,Women,Marathon,29 OCT 1974,KOR,3,Kyongju (KOR),24 MAR 1996
1993,2:32:55,Yelena PARAMONOVA,Women,Marathon,28 JUN 1962,RUS,1,"Austin, TX (USA)",18 FEB 2001
1993,2:32:55,Adriana Rodica CHIRITA,Women,Marathon,28 OCT 1976,ROU,7,Hamburg (GER),27 APR 2003
1993,2:32:55,Emily HARRISON,Women,Marathon,13 FEB 1986,USA,3,St. Paul (USA),02 OCT 2011
1993,2:32:55,Yuka GITOU,Women,Marathon,03 OCT 2000,JPN,22,Nagoya (JPN),09 MAR 2025
